gender,race/ethnicity,parental level of education,lunch,test preparation course,,m1 score,physics score,m2 score,m3 score,DS score,CO score,LD score,SOM score,ED score,OS-1 score,OS-2 score,MICRO-1score,MICRO-2 score,Chemistry score,EC score,Electrical SCi score,C++ score,Java score,OR Score,IM score,SUB1,SUB2,SUB3,SUB4,SUB5,SUB6,SUB7,SUB8,SUB9,SUB10,SUB11,SUB12,SUB13,SUB14,SUB15,SUB16,SUB17,SUB18,SUB19,SUB20,SUB21,SUB22,SUB23,SUB24,SUB25,SUB26,SUB27,SUB28,SUB29,SUB30,SUB31,Result2,Result
female,group D,some high school,standard,none,65,82,81,61,72,61,92,89,82,74,54,80,60,71,66,79,72,54,87,49,94,45,96,76,42,89,40,36,50,82,48,64,69,92,76,39,99,59,95,82,58,99,97,96,89,83,58,84,50,91,83,45,7,9
female,group D,master's degree,standard,none,54,60,63,57,46,61,65,88,38,90,85,81,86,59,92,53,78,99,78,91,55,72,39,75,64,58,100,70,79,86,50,37,68,70,80,99,36,55,100,61,38,78,78,89,68,92,80,62,52,95,59,55,6,0
female,group C,high school,standard,none,29,29,30,90,64,42,51,63,88,93,64,85,58,77,56,68,86,55,41,51,98,96,73,73,99,51,62,37,52,37,38,83,90,45,62,58,42,42,91,99,82,91,65,44,49,41,66,56,59,55,47,85,6,1
female,group E,some college,standard,none,76,78,80,47,97,69,40,54,37,53,56,53,86,56,51,73,89,43,49,42,61,64,83,63,74,52,73,53,60,75,97,38,74,71,100,38,72,94,65,93,94,42,49,93,86,93,37,71,85,62,58,35,6,2
male,group D,high school,free/reduced,none,60,57,51,60,41,66,74,69,83,89,96,81,66,54,35,60,82,48,50,55,87,48,95,93,84,46,58,70,37,54,78,68,38,88,47,74,88,45,86,56,44,49,56,56,94,49,92,86,92,50,71,95,6,3
male,group D,master's degree,free/reduced,completed,84,89,90,49,92,82,73,77,54,59,95,67,38,42,41,75,78,42,67,49,73,93,93,41,39,59,63,88,80,83,63,35,90,84,77,74,86,51,78,87,61,46,35,100,71,73,42,94,49,90,46,85,6,4
male,group C,some high school,standard,none,75,72,62,85,55,36,93,98,73,61,56,45,92,36,56,87,43,98,61,77,43,59,53,44,50,86,73,99,40,72,85,46,40,40,58,95,100,57,69,37,95,54,57,74,61,88,89,71,43,61,84,38,6,5
female,group C,associate's degree,standard,none,85,84,82,67,100,35,96,77,50,72,87,92,36,98,92,61,44,86,56,48,45,76,37,59,86,100,81,67,67,39,91,58,49,35,74,44,57,100,71,85,76,60,57,100,73,49,80,51,99,45,94,100,7,6
female,group C,master's degree,free/reduced,none,40,58,54,93,72,61,72,86,38,89,43,60,99,91,70,68,79,71,35,42,53,96,78,81,70,40,85,71,58,60,72,49,80,51,80,35,94,84,84,99,95,60,71,98,83,49,75,88,82,91,47,87,7,7
female,group E,some college,standard,none,61,64,62,50,90,80,100,88,94,51,50,81,46,68,70,83,55,82,97,83,36,54,47,85,50,79,54,82,49,77,62,58,98,44,72,89,97,69,42,93,47,56,89,55,73,50,37,82,72,91,53,78,6,8
female,group B,associate's degree,standard,none,58,63,65,70,89,51,63,74,65,51,47,70,51,84,90,93,89,88,48,67,87,89,85,62,80,88,95,60,51,45,69,80,87,42,43,42,93,72,54,49,51,48,47,42,43,81,35,99,52,68,84,57,6,9
male,group D,some college,free/reduced,completed,69,60,63,88,73,71,73,66,100,94,49,42,70,84,75,92,75,52,54,60,68,55,92,71,96,35,97,69,35,99,44,82,85,66,74,83,75,49,55,88,85,84,38,72,69,39,68,53,98,91,69,60,7,0
female,group C,some college,standard,none,58,59,66,71,95,95,85,55,52,45,66,62,93,78,75,56,70,79,41,64,94,69,68,75,38,87,72,70,61,54,73,73,93,95,73,96,65,86,57,95,50,84,52,43,46,62,50,47,35,44,59,55,6,1
male,group C,bachelor's degree,standard,completed,94,90,91,55,99,74,72,38,38,40,63,94,36,41,38,90,41,81,38,76,86,99,63,64,47,41,39,48,93,46,58,78,97,94,99,67,61,37,60,85,79,96,43,86,90,39,50,51,42,57,71,99,6,2
female,group C,associate's degree,standard,none,65,77,74,72,37,51,99,68,92,77,66,88,87,93,46,56,64,82,55,93,49,41,64,82,40,36,81,93,57,68,64,64,59,50,45,94,53,94,45,40,83,74,55,35,56,92,85,37,78,46,54,95,6,3
female,group A,associate's degree,standard,none,82,93,93,89,75,67,44,61,39,60,48,41,69,95,58,48,92,45,68,48,39,94,73,49,48,44,97,48,94,76,49,53,76,39,81,93,40,83,87,66,41,43,66,86,93,55,97,66,83,61,77,69,6,4
female,group C,high school,standard,none,60,68,72,84,57,37,96,94,77,42,73,70,60,50,40,89,41,84,66,81,63,42,96,43,49,87,80,100,76,73,36,51,42,59,52,51,43,100,44,37,80,44,60,78,70,100,66,69,79,57,97,93,6,5
female,group E,bachelor's degree,standard,none,37,45,38,64,56,37,94,45,43,77,88,65,93,63,44,81,50,90,50,90,67,83,77,50,91,75,75,51,49,95,66,72,84,82,50,69,38,62,42,66,81,86,50,93,72,97,67,43,76,60,74,84,6,6
male,group D,bachelor's degree,standard,none,88,78,83,51,45,94,75,87,66,80,72,78,70,39,60,87,57,37,36,92,93,82,83,96,64,100,57,86,92,38,85,95,40,71,69,81,57,53,64,36,45,57,75,67,53,97,88,59,56,77,72,54,6,7
male,group D,master's degree,standard,none,95,81,84,62,92,68,85,89,65,82,45,87,91,44,55,47,41,89,50,85,95,39,56,93,58,39,35,83,72,50,52,89,55,40,42,71,91,91,75,60,62,61,92,62,49,73,48,79,69,82,89,84,6,8
male,group C,associate's degree,free/reduced,completed,65,73,68,87,47,78,91,68,71,96,98,93,87,74,44,62,61,84,54,100,43,45,92,46,53,96,55,71,68,43,84,100,71,89,39,85,57,68,42,91,77,64,53,86,74,90,68,43,96,50,71,87,7,9
female,group C,high school,free/reduced,none,35,61,54,86,72,45,37,39,81,71,95,36,60,81,69,54,66,41,36,57,73,67,78,38,42,78,74,95,63,83,82,46,41,93,93,45,90,65,40,64,78,57,75,63,51,53,68,40,58,82,57,98,6,0
male,group B,bachelor's degree,free/reduced,none,62,63,56,53,63,84,56,42,71,95,88,92,59,94,80,68,89,97,69,80,41,66,85,87,72,62,35,99,69,62,71,66,90,87,83,35,97,77,44,80,72,43,35,89,52,53,67,59,93,79,56,49,6,1
male,group C,high school,free/reduced,completed,58,51,52,45,80,67,98,47,43,51,85,86,96,52,98,68,39,88,73,86,94,94,97,52,82,72,67,65,94,52,94,71,81,81,77,85,58,58,59,81,59,58,86,55,100,88,70,69,74,95,68,44,7,2
male,group A,some college,standard,completed,100,96,86,88,52,41,97,57,84,40,63,76,61,41,48,61,73,58,85,54,47,43,39,37,82,81,48,94,55,98,77,48,70,50,39,67,70,84,100,55,45,73,94,59,37,99,59,50,93,76,93,47,6,3
female,group E,bachelor's degree,free/reduced,none,61,58,62,66,38,63,55,91,41,51,58,87,71,52,74,89,68,98,89,38,38,81,45,71,72,84,61,96,51,91,89,83,83,49,94,58,53,71,99,52,81,99,73,76,53,66,90,57,71,59,39,49,6,4
male,group D,some college,standard,completed,100,97,99,53,45,94,80,74,35,75,62,36,87,70,49,86,74,49,88,61,89,82,76,70,66,71,70,45,43,55,92,40,63,56,47,81,91,50,88,37,99,73,65,45,100,54,66,94,48,50,92,54,6,5
male,group B,associate's degree,free/reduced,completed,69,70,63,71,85,36,97,52,91,94,75,60,82,92,38,97,64,53,90,60,58,84,98,37,86,61,40,73,86,60,51,59,71,44,87,38,81,91,57,90,86,54,45,49,67,93,85,79,74,88,91,92,7,6
male,group D,associate's degree,standard,none,61,48,46,39,70,44,76,83,72,59,40,35,48,97,47,60,57,71,78,63,43,61,46,60,46,75,43,59,50,69,62,39,47,44,98,70,47,99,88,63,48,75,51,82,75,54,38,52,86,87,40,42,6,7
male,group D,some college,free/reduced,none,49,57,46,42,40,91,90,97,67,45,65,43,73,35,81,62,45,45,40,66,94,40,43,82,80,49,58,74,69,100,76,89,97,91,38,79,55,83,74,56,89,85,65,77,46,54,43,82,97,71,87,40,6,8
female,group C,some high school,standard,completed,44,51,55,48,98,87,94,63,39,57,81,87,71,74,91,62,73,85,87,60,61,57,72,89,97,60,53,71,92,47,76,64,87,72,98,90,59,41,87,99,78,55,44,48,69,78,35,65,81,92,51,89,7,9
male,group D,some college,standard,none,67,64,70,67,97,96,61,47,80,61,90,57,38,79,70,82,39,93,48,73,79,50,52,69,36,82,55,90,77,82,94,39,93,99,64,48,63,63,62,90,79,76,89,35,82,74,43,68,40,87,36,75,6,0
male,group B,high school,standard,none,79,60,65,44,66,64,53,69,54,56,45,55,98,40,49,52,66,59,68,47,65,60,100,100,42,77,84,77,61,66,45,85,35,92,53,98,35,71,87,67,68,63,51,86,74,62,60,86,57,83,50,88,6,1
female,group B,bachelor's degree,standard,completed,66,74,81,54,76,49,35,88,98,76,75,77,48,71,98,58,39,69,64,47,50,69,99,35,72,59,47,47,60,50,68,100,79,64,46,59,69,62,48,84,50,66,79,91,39,78,43,80,96,95,35,59,6,2
female,group C,high school,standard,none,75,88,85,74,55,49,36,65,38,97,94,66,69,54,49,74,37,83,37,82,80,41,96,86,46,60,41,38,69,36,67,58,54,41,40,75,39,91,71,85,87,60,50,38,57,70,86,61,67,53,37,73,6,3
male,group D,some high school,standard,none,84,84,80,98,73,100,97,60,51,39,80,86,96,100,63,35,76,35,52,91,66,94,40,65,75,83,71,79,38,81,91,99,57,86,92,47,74,36,38,73,94,100,70,46,62,78,47,36,84,46,99,98,7,4
male,group A,high school,standard,none,71,74,64,50,97,99,65,37,98,79,59,60,47,92,82,79,41,80,75,83,72,36,74,58,59,77,59,65,41,99,58,61,69,79,87,67,43,71,42,79,36,77,95,70,40,78,88,100,41,98,84,40,6,5
female,group B,high school,free/reduced,completed,67,80,81,58,36,66,62,94,96,43,61,93,78,89,38,60,66,35,83,75,80,45,96,50,75,66,79,35,61,72,53,74,40,67,93,82,84,70,64,41,98,85,38,37,93,62,39,76,82,99,56,40,6,6
female,group D,some high school,standard,completed,80,92,88,55,96,46,55,71,86,41,49,71,77,57,44,37,68,57,58,49,79,68,50,38,77,98,38,77,71,82,99,58,76,59,95,61,78,69,72,51,47,94,97,51,45,74,37,43,97,52,78,40,6,7
male,group E,some college,standard,none,86,76,74,98,76,97,98,67,65,71,53,55,60,76,47,59,90,52,60,69,72,77,39,54,38,86,43,56,83,62,72,88,81,79,87,63,53,65,44,72,42,51,84,53,61,47,77,47,83,64,99,100,6,8
female,group D,associate's degree,standard,none,76,74,73,54,87,51,86,100,72,71,53,89,86,94,71,86,82,47,74,70,93,58,79,99,73,37,63,61,100,47,67,78,47,59,74,94,89,74,83,73,95,50,72,76,60,37,64,37,41,65,42,91,7,9
male,group D,high school,standard,none,41,52,51,81,42,82,36,64,89,38,89,54,47,50,65,71,46,85,35,46,59,84,81,43,65,63,49,67,76,71,90,40,62,70,79,79,89,98,46,91,42,99,92,87,60,86,59,97,67,35,50,93,6,0
female,group D,associate's degree,free/reduced,completed,74,88,90,76,88,60,43,69,70,41,42,57,95,40,100,88,93,56,92,81,92,64,89,49,98,99,60,94,73,67,63,86,66,35,44,89,54,79,85,53,77,100,87,52,45,67,78,49,99,57,95,97,7,1
female,group B,some high school,free/reduced,none,72,81,79,47,76,47,54,92,93,91,35,69,53,94,87,72,44,95,45,79,90,78,60,53,97,50,47,50,42,82,77,53,40,61,85,44,51,65,71,65,44,100,72,90,71,83,94,76,43,91,68,86,6,2
female,group E,high school,standard,completed,74,79,80,39,67,54,72,96,71,87,45,75,70,97,78,94,46,98,45,39,88,87,61,40,90,46,68,86,52,60,90,40,62,74,74,97,41,49,90,55,50,58,82,84,54,97,84,57,58,40,90,54,6,3
male,group B,high school,standard,none,70,65,60,97,99,42,62,77,99,87,52,38,36,68,77,79,44,45,74,59,87,81,94,45,98,100,78,81,88,44,57,66,74,83,98,95,78,81,58,71,75,64,89,88,86,76,69,86,62,70,84,72,7,4
female,group B,bachelor's degree,standard,completed,65,81,81,80,81,88,81,36,72,56,93,38,71,36,92,47,100,100,83,93,85,41,91,46,43,64,77,63,42,86,72,66,39,66,76,95,43,95,65,89,84,92,45,39,58,80,51,38,73,44,74,74,6,5
female,group D,associate's degree,standard,none,59,70,65,95,61,97,74,70,73,74,47,92,93,88,97,41,59,59,64,95,78,91,83,87,39,43,67,74,83,98,74,76,41,53,94,62,75,53,40,37,42,48,44,49,77,78,45,100,85,79,63,47,6,6
female,group E,high school,free/reduced,none,64,62,68,99,54,78,57,87,81,63,37,48,99,83,48,70,37,47,41,42,80,40,41,71,94,38,78,61,48,64,88,37,79,77,73,81,74,56,84,39,99,97,81,37,60,56,37,48,57,56,91,76,6,7
female,group B,high school,standard,none,50,53,55,85,47,86,69,46,37,35,99,87,54,45,60,56,97,35,61,65,70,45,100,96,95,79,100,59,55,93,57,96,99,93,40,48,45,74,60,100,43,58,61,44,42,86,41,40,89,100,78,94,6,8
female,group D,some college,standard,completed,69,79,81,75,59,52,89,86,74,89,39,90,89,64,74,45,35,49,58,93,49,36,68,71,69,41,77,44,67,50,91,96,48,56,72,84,46,59,73,78,56,50,99,99,58,86,56,71,95,88,62,80,6,9
male,group C,some high school,free/reduced,completed,51,56,53,50,85,89,90,48,93,83,53,45,45,60,92,62,44,88,77,44,71,55,56,80,35,93,76,62,52,87,67,86,63,73,47,41,61,89,100,73,96,68,56,82,68,92,56,94,42,89,43,69,6,0
female,group A,high school,standard,completed,68,80,76,79,37,94,77,46,39,56,50,56,79,43,60,58,51,39,95,77,45,91,37,90,70,78,69,56,60,82,70,97,45,46,76,93,71,60,67,36,87,75,49,94,41,65,37,60,56,90,86,97,6,1
female,group D,some college,standard,completed,85,86,98,80,39,68,35,42,63,60,55,77,88,36,65,99,48,49,71,93,50,73,58,81,57,44,45,72,67,62,71,73,49,85,57,91,87,56,78,56,52,60,68,60,74,35,53,35,41,73,94,35,6,2
female,group A,associate's degree,standard,completed,65,70,74,93,45,37,53,75,88,90,49,75,65,97,75,75,92,73,80,48,88,54,50,70,72,50,78,41,92,36,77,72,60,97,95,40,63,62,46,62,40,46,64,62,65,38,98,90,89,63,97,55,6,3
female,group B,some high school,standard,none,73,79,79,57,86,96,57,44,40,78,59,94,54,95,72,65,80,35,52,53,56,80,81,99,67,46,91,43,47,100,61,72,84,51,100,90,40,49,99,67,66,42,71,67,70,51,89,58,77,42,68,99,6,4
female,group B,some college,standard,none,62,67,67,68,51,63,75,88,74,67,48,68,64,94,52,76,82,82,63,57,59,67,78,58,56,100,89,42,45,54,64,74,91,72,67,83,79,66,52,87,92,44,82,41,41,77,50,91,97,100,95,99,7,5
male,group C,associate's degree,free/reduced,none,77,67,64,68,84,92,71,76,87,51,97,93,49,44,98,79,83,96,52,68,66,53,63,75,82,54,91,70,74,91,48,40,52,100,50,79,62,44,36,53,55,59,53,57,60,63,69,37,76,57,56,94,6,6
male,group D,some high school,standard,none,69,66,61,91,59,40,60,78,55,44,98,82,51,49,80,62,75,92,49,75,41,78,87,92,42,61,90,79,71,48,59,54,100,40,62,52,94,54,69,38,74,83,64,66,52,44,85,84,78,87,62,98,6,7
female,group D,associate's degree,free/reduced,none,43,60,58,88,67,97,72,100,64,78,98,49,79,64,84,54,66,73,92,60,78,35,49,96,97,51,49,67,41,63,42,38,64,77,49,90,78,65,71,41,39,70,93,96,79,35,37,63,78,57,96,95,6,8
male,group D,associate's degree,standard,none,90,87,85,48,66,70,81,90,60,72,87,87,52,45,63,99,68,95,65,52,41,44,52,38,49,89,71,81,71,64,96,46,43,81,83,74,90,76,55,75,69,35,37,46,86,99,43,75,76,64,42,54,6,9
male,group C,some college,free/reduced,none,74,77,73,67,81,37,55,45,38,77,75,35,99,51,46,56,95,80,68,61,79,99,87,87,60,77,78,62,55,77,37,69,49,72,48,93,93,43,45,87,87,96,58,60,43,47,78,53,98,82,81,59,6,0
male,group C,some high school,standard,none,73,66,63,56,85,53,47,68,36,68,80,90,64,41,96,77,37,65,79,75,73,97,54,84,83,83,68,74,42,71,70,45,77,53,58,71,67,51,49,95,55,76,52,96,60,41,90,55,35,62,89,46,6,1
female,group D,some college,free/reduced,none,55,71,69,100,97,95,53,62,42,53,57,45,61,83,80,86,95,49,41,81,100,64,64,38,67,91,72,65,51,36,93,52,78,73,55,49,81,77,96,53,86,82,51,82,81,36,83,85,41,84,98,59,6,2
female,group C,high school,standard,none,65,69,67,86,88,35,38,77,89,69,49,78,37,45,41,65,74,89,47,60,79,80,46,44,78,74,92,93,46,49,42,41,98,97,65,91,59,70,92,90,79,83,53,87,62,70,80,91,61,85,57,72,6,3
male,group D,associate's degree,standard,none,80,63,63,77,47,49,61,90,92,38,62,58,63,61,98,72,80,43,87,78,82,85,92,59,48,75,68,99,56,45,60,40,73,100,54,45,76,61,69,57,40,73,65,78,100,79,51,78,49,84,96,95,6,4
female,group C,some high school,free/reduced,completed,50,60,60,75,99,89,40,36,64,99,95,71,44,94,48,36,50,58,54,100,93,79,38,100,73,41,96,43,50,79,88,66,51,42,50,64,63,83,35,71,91,54,49,56,98,72,75,42,61,86,41,47,6,5
female,group C,some college,free/reduced,completed,63,73,71,76,98,86,94,76,46,88,79,74,44,79,72,70,94,98,51,93,49,76,49,99,58,51,54,36,88,96,85,44,39,84,74,70,56,83,69,100,67,48,60,63,39,71,61,77,94,74,52,68,7,6
female,group B,bachelor's degree,free/reduced,none,77,85,87,41,38,89,70,47,42,62,39,50,56,98,48,57,60,98,93,93,42,39,50,84,59,72,68,54,77,55,52,59,48,55,42,35,66,78,68,44,46,56,64,91,71,47,51,82,77,96,73,79,6,7
male,group C,some college,standard,none,73,74,61,50,78,99,69,64,87,82,78,57,82,77,81,85,39,65,52,71,64,96,37,41,86,86,54,42,84,66,36,64,68,41,54,85,40,43,96,40,91,79,42,36,37,54,53,58,46,99,74,85,6,8
male,group D,associate's degree,standard,completed,81,72,77,76,89,70,95,61,90,56,64,72,66,76,54,36,92,81,69,94,50,77,79,43,57,59,42,98,66,49,41,70,48,56,44,51,69,35,80,43,74,60,65,52,49,67,77,35,59,42,63,47,6,9
female,group C,high school,free/reduced,none,66,76,68,95,40,69,52,36,65,39,47,100,88,88,50,87,98,37,73,87,68,89,90,83,54,84,84,75,74,54,89,73,68,85,79,69,70,48,57,65,88,57,93,60,85,95,60,80,68,36,70,95,7,0
male,group D,associate's degree,free/reduced,none,52,57,50,99,39,69,85,69,90,37,66,65,59,52,71,100,78,57,53,64,53,99,43,92,60,78,68,37,54,52,68,93,95,84,86,54,45,74,78,68,59,56,72,72,61,98,48,38,61,67,49,95,6,1
female,group C,some college,standard,none,69,78,76,89,48,57,75,39,80,39,71,96,58,79,68,69,37,71,84,98,79,45,56,55,77,77,51,64,54,42,91,88,85,88,96,78,67,62,91,93,82,54,82,81,70,84,42,56,80,88,42,76,7,2
female,group C,associate's degree,standard,completed,65,84,84,89,79,96,86,61,86,38,89,62,82,55,56,51,63,63,59,66,59,83,75,48,57,37,86,67,67,68,41,54,96,77,58,55,60,77,77,91,86,72,54,45,51,64,62,75,60,78,40,56,6,3
female,group D,high school,standard,completed,69,77,78,46,70,89,98,63,43,51,77,85,54,60,69,83,57,58,57,47,48,49,82,60,55,72,73,37,85,98,39,86,80,41,62,70,95,45,49,54,42,62,74,79,87,54,68,97,45,86,99,52,6,4
female,group B,some college,standard,completed,50,64,66,64,46,66,44,74,77,71,45,74,93,63,96,42,50,46,69,95,64,97,73,79,87,58,77,39,86,35,66,69,78,47,47,65,99,66,36,90,88,99,46,42,85,35,42,77,52,70,66,44,6,5
female,group E,some college,standard,completed,73,78,76,56,73,76,51,53,99,41,64,44,85,97,50,99,58,61,84,94,85,41,57,56,85,84,88,48,46,90,94,39,63,94,65,91,74,53,97,48,82,95,36,67,35,99,84,52,47,65,85,57,6,6
female,group C,some high school,standard,completed,70,82,76,38,61,47,44,100,91,40,67,54,52,91,50,56,67,100,76,81,63,84,59,74,81,83,91,54,59,64,71,47,50,54,84,51,82,76,45,80,76,71,89,84,66,67,54,91,93,40,35,93,6,7
male,group D,associate's degree,free/reduced,none,81,75,78,90,52,70,98,74,40,61,96,41,73,48,48,66,54,61,60,38,83,72,88,84,79,58,62,38,58,49,75,42,39,44,42,88,78,43,93,83,78,43,54,85,54,57,37,61,84,35,50,75,6,8
male,group D,some college,free/reduced,none,63,61,60,84,83,49,94,75,44,64,94,55,80,49,92,77,94,89,80,40,95,43,70,80,38,53,80,83,75,48,61,96,66,55,86,42,66,38,87,54,88,97,96,73,69,42,48,74,93,67,52,60,6,9
female,group D,high school,standard,none,67,72,74,79,52,79,73,75,63,55,63,60,94,78,63,68,72,60,45,67,96,53,78,91,55,37,47,77,93,86,97,75,64,74,56,72,61,93,38,73,96,75,66,84,51,81,35,51,48,42,97,36,6,0
male,group B,high school,standard,none,60,68,60,71,78,58,99,89,66,61,95,49,42,35,49,35,95,66,95,61,71,93,88,51,83,80,49,66,54,75,99,46,64,55,85,62,46,78,86,66,88,67,53,77,46,81,100,62,46,54,56,42,6,1
male,group B,high school,standard,none,62,55,54,84,48,38,64,47,84,87,96,51,72,44,78,90,56,39,68,42,95,83,48,44,53,54,35,80,79,64,38,39,64,91,88,97,66,98,83,38,80,99,85,68,59,83,62,35,66,49,91,75,6,2
female,group C,some high school,free/reduced,completed,29,40,44,41,48,45,95,69,71,73,78,50,37,48,67,74,56,97,99,70,69,96,50,83,99,79,93,74,96,51,90,64,95,54,90,85,52,80,76,82,74,65,38,73,41,100,69,96,77,67,38,49,6,3
male,group B,some college,standard,completed,62,66,68,65,81,67,60,71,66,89,54,46,39,65,50,79,47,72,64,36,61,86,99,81,36,56,36,96,38,100,58,47,61,94,45,100,48,74,48,40,45,96,63,100,59,93,59,49,89,75,78,85,6,4
female,group E,master's degree,standard,completed,94,99,100,90,58,70,42,51,74,97,72,77,78,54,80,70,78,82,48,48,35,70,35,86,36,77,71,49,39,37,66,87,75,75,43,95,74,73,81,46,43,70,100,93,49,78,37,66,53,62,73,67,6,5
male,group E,some college,standard,completed,85,75,68,82,71,93,78,57,86,67,74,93,70,98,70,68,55,93,42,42,98,64,80,95,98,65,83,59,94,69,66,73,51,85,39,90,62,67,89,79,88,80,55,50,82,97,59,70,56,100,71,96,7,6
male,group D,associate's degree,free/reduced,none,77,78,73,53,52,92,72,67,94,40,73,91,50,72,71,65,84,82,72,83,42,88,77,69,55,39,44,94,61,100,38,60,63,95,74,42,66,66,80,93,62,72,49,49,80,42,94,58,91,64,37,85,6,7
male,group A,high school,free/reduced,none,53,58,44,58,75,81,35,51,73,83,61,61,59,43,96,83,95,87,66,66,72,66,60,39,93,66,95,55,58,92,97,67,59,72,58,46,35,89,55,98,43,72,53,91,72,93,76,44,88,70,47,90,6,8
male,group E,some college,free/reduced,none,93,90,83,47,82,84,88,85,97,40,52,59,68,42,98,54,54,91,42,38,57,87,82,88,91,73,79,55,65,38,61,91,86,60,88,69,47,84,88,48,58,63,77,56,99,39,46,44,87,37,82,50,6,9
female,group C,associate's degree,standard,none,49,53,53,93,72,78,69,52,73,69,89,97,55,46,35,48,64,70,97,95,62,67,58,94,46,76,37,70,50,47,72,66,37,41,54,66,77,82,96,40,75,82,72,56,76,100,39,41,55,58,82,78,6,0
female,group E,associate's degree,free/reduced,none,73,76,78,84,96,65,88,65,69,53,60,92,90,88,74,82,96,86,56,83,55,57,50,45,70,92,44,86,59,53,89,53,96,37,70,75,76,78,69,89,42,53,41,77,63,84,67,84,50,56,87,80,7,1
female,group C,bachelor's degree,free/reduced,completed,66,74,81,45,43,61,48,86,85,75,91,53,53,45,83,89,62,74,52,98,70,77,83,91,49,51,72,90,40,67,42,44,63,72,43,88,60,67,72,42,75,68,51,91,78,52,42,42,90,87,87,99,6,2
female,group D,associate's degree,standard,none,77,77,73,79,43,87,61,45,59,67,71,52,90,55,80,55,78,86,54,76,87,40,82,35,54,68,49,56,80,86,71,35,97,36,40,40,66,64,99,42,98,70,96,80,54,71,76,88,87,78,65,49,6,3
female,group C,some high school,standard,none,49,63,56,54,35,62,54,88,96,76,97,95,54,74,72,100,90,78,79,46,62,88,95,55,87,86,71,89,59,35,63,63,77,98,85,98,75,44,53,56,55,44,55,59,76,41,69,99,88,97,91,50,7,4
female,group D,some college,free/reduced,none,79,89,86,75,81,77,64,98,61,98,95,67,79,76,97,39,78,62,98,56,56,83,100,54,98,67,43,56,69,94,38,40,54,76,73,96,72,89,52,61,68,58,49,94,44,99,100,90,89,52,87,89,7,5
female,group C,associate's degree,standard,completed,75,82,90,40,99,38,87,81,72,38,98,71,75,57,85,82,97,100,59,35,80,100,80,54,42,93,55,56,64,55,39,48,54,94,75,46,51,95,64,38,52,61,58,57,86,37,96,49,93,80,66,89,6,6
female,group A,bachelor's degree,standard,none,59,72,70,59,95,55,70,83,86,75,99,44,71,95,41,56,48,48,84,79,82,90,60,98,44,62,88,52,48,65,54,43,86,40,76,38,36,45,91,52,52,67,70,50,67,85,73,53,77,49,59,92,6,7
female,group D,associate's degree,standard,completed,57,78,79,95,85,37,50,92,100,80,81,87,38,48,57,100,98,49,85,54,57,74,63,57,83,95,51,47,70,37,57,82,37,57,86,85,44,61,93,95,88,60,62,76,94,94,51,98,91,91,40,89,7,8
male,group C,high school,free/reduced,none,66,66,59,84,35,84,46,92,66,88,100,68,57,93,89,99,73,87,68,64,54,89,87,66,69,36,64,87,47,52,71,61,36,83,86,89,67,80,95,43,53,85,54,51,58,86,48,38,38,48,36,63,6,9
female,group E,bachelor's degree,standard,completed,79,81,82,54,45,86,46,46,40,58,36,79,73,68,75,80,79,78,67,52,51,48,83,91,37,88,91,79,83,95,84,95,94,73,90,53,55,61,42,52,41,93,62,83,60,73,42,69,44,70,48,44,6,0
female,group B,some high school,standard,none,57,67,72,98,70,90,51,56,64,73,70,89,100,90,35,48,86,65,80,38,48,46,64,86,53,87,59,55,93,80,85,43,39,52,38,42,66,48,68,73,37,97,73,87,95,72,96,36,58,96,86,88,6,1
male,group A,bachelor's degree,standard,completed,87,84,87,86,78,40,64,96,61,91,95,91,35,56,60,88,46,48,35,54,71,95,64,59,100,37,60,66,53,44,98,72,62,99,59,57,90,35,51,44,53,47,86,35,50,58,90,86,64,91,90,69,6,2
female,group D,some college,standard,none,63,64,67,100,86,86,97,98,97,70,79,88,35,80,93,91,61,72,89,43,88,62,95,82,85,91,68,87,68,53,62,100,90,68,96,90,48,93,80,62,67,78,35,47,44,38,62,58,58,75,48,53,7,3
female,group B,some high school,free/reduced,completed,59,63,64,36,80,40,84,83,78,37,84,35,85,50,78,44,98,49,93,75,93,66,52,89,50,43,58,86,35,99,44,48,59,78,63,100,94,57,97,78,54,46,64,58,67,68,95,82,69,87,45,83,6,4
